GCA_000251025.1 Salmonella_enterica
GCA_000204155.1 Micromonospora_maris
GCA_003577165.1 ATM1_sp003577165
GCA_003563235.1 SKKK01_sp007121535
GCA_003550905.1 Roseinatronobacter_monicus
GCA_003538135.1 CAG-177_sp003538135
GCA_014861475.1 Halomonas_sp900163645
GCA_003524185.1 Odoribacter_massiliensis
GCA_014220045.1 Chryseobacterium_indologenes_B
GCA_000195755.1 Nitratidesulfovibrio_vulgaris
GCA_902459625.1 Pandoraea_cepalis
GCA_000251185.1 Pseudomonas_E_asplenii
GCA_900538715.1 Collinsella_sp003479805
GCA_019417585.1 UBA3402_sp003478355
GCA_900539025.1 TF01-11_sp003524945
GCA_003472385.1 Duodenibacillus_sp003472385
GCA_000231275.1 Alistipes_A_indistinctus
GCA_000428565.1 Parabacteroides_gordonii
GCA_003399705.1 Virgibacillus_[chiguensis,dokdonensis]
GCA_000271485.2 Pelosinus_fermentans
GCA_004556605.1 UBA1685_sp002320595
GCA_003326695.1 Thalassospira_povalilytica
GCA_019734875.1 Nostoc_calcicola
GCA_000265245.2 Halomonas_halophila
GCA_013417785.1 Acinetobacter_gandensis
GCA_000820185.2 Aeromonas_encheleia
GCA_018403045.1 Paenibacillus_B_sp900539405
GCA_003185725.2 Auritidibacter_ignavus
GCA_009659405.1 Pseudidiomarina_maritima_A
GCA_905210375.1 Muribaculum_sp003150235
GCA_003149025.1 Rathayibacter_iranicus
GCA_006782915.1 Streptomyces_calvus
GCA_003142615.1 Fen-1467_sp903940425
GCA_003141095.1 RAAP-2_sp003141095
GCA_017942195.1 Psychrobacter_glaciei
GCA_018619875.1 Thiodiazotropha_sp003058495
GCA_000204415.1 Methanothrix_soehngenii
GCA_903935585.1 Limnohabitans_A_sp903935585
GCA_001705305.1 Paenibacillus_kribbensis
GCA_000243215.1 Odoribacter_laneus
GCA_005886805.2 Pseudoalteromonas_rubra
GCA_002975345.1 Microbacterium_sp000425985
GCA_005845215.1 Enterocloster_sp005845215
GCA_001641005.1 Rathayibacter_tritici
GCA_004403435.1 Cryobacterium_flavum
GCA_000504305.1 Nitratidesulfovibrio_[termitidis,vulgaris,sp011682075]
GCA_000224595.1 Prevotella_jejuni
GCA_000190595.1 Cellulophaga_lytica
GCA_000753815.1 Mesomycoplasma_ovipneumoniae
GCA_002784145.1 Yeosuana_sp002784145
GCA_002781345.1 UBA1546_sp001871685
GCA_015229035.1 UBA8363_sp002753735
GCA_000213615.1 Psychrobacter_sp000213615
GCA_000213295.2 Capnocytophaga_leadbetteri
GCA_013414345.1 Chryseoglobus_sp013414345
GCA_000007985.2 Geobacter_sulfurreducens
GCA_000701685.1 Gemella_sanguinis
GCA_000196615.1 Erwinia_billingiae
GCA_002493945.1 CAG-873_sp002493945
GCA_900314495.1 UBA7741_sp900314495
GCA_902788955.1 Prevotella_sp900316565
GCA_913020425.1 UBA7797_sp002480645
GCA_002296525.1 UBA6944_sp002296525
GCA_014852115.1 Comamonas_terrigena
GCA_903850885.1 UBA953_sp903850885
GCA_002453155.1 UBA6776_sp002453155
GCA_002413625.1 Mesonia_sp002413625
GCA_003163975.1 RAAP-2_sp003160115
GCA_900143055.1 Fibrobacter_sp900143055
GCA_006505885.1 Stenotrophomonas_[maltophilia,rhizophila]
GCA_000176915.2 Pseudodesulfovibrio_aespoeensis
GCA_002407855.1 UBA10566_sp002407855
GCA_905199705.1 Ruminococcus_sp002438605
GCA_017052455.1 Sphingomonas_yabuuchiae
GCA_000062885.1 Saccharopolyspora_erythraea
GCA_002368075.1 Sphaerospermopsis_kisseleviana_A
GCA_910575465.1 14-2_sp011960065
GCA_014198105.1 Neorhizobium_cellulosilyticum
GCA_002356435.2 Petrimonas_sp002356435
GCA_900314135.1 RUG420_sp900315285
GCA_902775925.1 UBA2882_sp900317505
GCA_903940225.1 MWH-TA3_sp903940225
GCA_903955365.1 RAAP-1_sp903953895
GCA_903933805.1 M3007_sp903933805
GCA_002343305.1 UBA2359_sp002345145
GCA_002344135.1 UBA6659_sp002344135
GCA_903958625.1 UBA8401_sp903958625
GCA_903942465.1 Arenimonas_sp903942465
GCA_002336245.1 UBA4419_sp002336245
GCA_002332385.1 Glutamicibacter_sp002975405
GCA_014861495.1 Halomonas_sp002332255
GCA_903863935.1 JABEUT01_sp903863935
GCA_903882155.1 Fimbriimonas_sp903927025
GCA_903952905.1 Prosthecobacter_sp903960845
GCA_903927705.1 Rhodoferax_sp903914175
GCA_903905305.1 Prosthecobacter_sp903848465
GCA_903867305.1 Polynucleobacter_sp903867305
GCA_903846165.1 Chth-196_sp903919125
GCA_903845605.1 XYB12-FULL-50-7_sp903884815
GCA_903843135.1 JABWCL01_sp903843135
GCA_903843275.1 CAIMFV01_sp903884425
GCA_903840505.1 CAIMGI01_sp903840505
GCA_903875255.1 Sediminibacterium_sp903874055
GCA_903837655.1 CAIYVA01_sp903862885
GCA_903836265.1 M3007_sp903836265
GCA_903835775.1 UBA5195_sp903875215
GCA_903865455.1 CAIVQB01_sp903907995
GCA_903831795.1 UBA6821_sp903868795
GCA_903897185.1 Cryosericum_sp903871855
GCA_903828735.1 Flavipsychrobacter_sp903835005
GCA_903826635.1 UBA6821_sp903826635
GCA_903888965.1 28-YEA-48_sp903825465
GCA_903959905.1 CAIVAT01_sp903959905
GCA_903823115.1 Cyanobium_sp903823115
GCA_903835255.1 UBA11358_sp903835255
GCA_903884565.1 CAIPLT01_sp903865935
GCA_903822125.1 CAIJPN01_sp903822545
GCA_903901975.1 Paludibacter_sp903901975
GCA_903866345.1 CAIJMU01_sp903821875
GCA_903829095.1 Methylomonas_sp903918375
GCA_903824745.1 CAIUMH01_sp903825895
GCA_903823025.1 Rhodoferax_sp903823025
GCA_903824045.1 Chlorobium_sp903824045
GCA_000242435.1 Dialister_succinatiphilus
